run,seed,generation,best_proxy_duration_s,mean_proxy_duration_s
3,7,162,4.832495971785255,4.83245924697965
3,7,163,4.832495971785255,4.832461947944258
3,7,164,4.832495971785255,4.832465662511871
3,7,165,4.832495971785255,4.832468518755628
3,7,166,4.832495971785255,4.832469814730119
3,7,167,4.832495971785255,4.8324707667202835
3,7,168,4.832495971785255,4.832471889924406
3,7,169,4.832495971785255,4.832473699447276
3,7,170,4.832495971785255,4.8324751141992195
3,7,171,4.832495971785255,4.8324766974252364
3,7,172,4.832495971785255,4.832477742336294
3,7,173,4.832495971785255,4.83247861123447
3,7,174,4.832495971785255,4.832480016913206
3,7,175,4.832495971785255,4.832480850099723
3,7,176,4.832495971785255,4.832481854573114
3,7,177,4.832495971785255,4.832483473927612
3,7,178,4.832495971785255,4.83248427007079
3,7,179,4.832495971785255,4.832484887527564
3,7,180,4.832495971785255,4.832485281942431
