drone_id,stage,generation,best_score,mean_score
FY1,proximity,33,-0.07358453915656346,-1.5501088541879
FY1,proximity,34,-0.07358453915656346,-1.5501088541879
FY1,proximity,35,-0.07358453915656346,-1.5501088541879
FY1,proximity,36,-0.07358453915656346,-1.5501088541879
FY1,proximity,37,-0.07358453915656346,-1.5501088541879
FY1,proximity,38,-0.07358453915656346,-1.535191353948805
FY1,proximity,39,-0.07358453915656346,-1.535191353948805
FY1,proximity,40,-0.07358453915656346,-1.535191353948805
FY1,proximity,41,-0.07358453915656346,-1.535191353948805
FY1,proximity,42,-0.07358453915656346,-1.535191353948805
FY1,proximity,43,-0.07358453915656346,-1.535191353948805
FY1,proximity,44,-0.07358453915656346,-1.5214580370035347
FY1,proximity,45,-0.07358453915656346,-1.5214580370035347
FY1,proximity,46,-0.07358453915656346,-1.5214580370035347
FY1,proximity,47,-0.07358453915656346,-1.5214580370035347
FY1,proximity,48,-0.07358453915656346,-1.5214580370035347
FY1,proximity,49,-0.07358453915656346,-1.5214580370035347
FY1,proximity,50,-0.07358453915656346,-1.4800434420402035
FY1,proximity,51,-0.07358453915656346,-1.4800434420402035
FY1,proximity,52,-0.07358453915656346,-1.4800434420402035
FY1,proximity,53,-0.07358453915656346,-1.4800434420402035
FY1,proximity,54,-0.07358453915656346,-1.4672989458119525
FY1,proximity,55,-0.07358453915656346,-1.4672989458119525
FY1,proximity,56,-0.07358453915656346,-1.4672989458119525
FY1,proximity,57,-0.07358453915656346,-1.4672989458119525
FY1,proximity,58,-0.07358453915656346,-1.4473251942675838
FY1,proximity,59,-0.07358453915656346,-1.438514818616693
FY1,proximity,60,-0.07358453915656346,-1.3987329989998205
FY1,proximity,61,-0.07358453915656346,-1.3761469682676832
FY1,proximity,62,-0.07358453915656346,-1.3157383208311237
FY1,proximity,63,-0.07358453915656346,-1.1916580517604374
FY1,proximity,64,-0.07358453915656346,-1.1105003635952093
FY1,proximity,65,-0.07358453915656346,-1.037085493100538
FY1,proximity,66,-0.05243385498103667,-0.9235477442904353
FY1,proximity,67,-0.05243385498103667,-0.8410812154231255
FY1,proximity,68,-0.05243385498103667,-0.7130071120924381
FY1,proximity,69,-0.05243385498103667,-0.6411944525326935
